orig_index,input,true_intent,pred_intent,input_length,entity_count,confusion_pair
3372,I have had 2 back surgeries recently. After the 2nd surgery (some bone fragments entered the canal after a surgery to fuse L4 7 L5) I have been experiencing a change in the flow when i urinate along with a burning sensation (not painful) and what appears to be some whiteish material in the urine. the 2nd surgery did not involve a catheter. What could this be? Thank you.,symptom_inquiry,general_inquiry,69,2,symptom_inquiry → general_inquiry
4730,"Any suggestions for a chronic cough. The cough started 7 weeks ago and became much worse 10 days ago. It is a non-productive, persistent, severe cough.  Promethazine DM, Tussin DM, Flonase, Mucinex and Azithromycin and Zyrtec were prescribed by an urgent care physician 4 days ago and has not had any effect.",emergency,general_inquiry,52,1,emergency → general_inquiry
4394,I have circular dry patches on my legs. They are very dry and itchy. Some are as big as a nickel. Ive been having these patches on my legs for 3 years now. They dont itch all the time but every so often I get the urge to itch them. Each place that the patches are seemed to be the same areas where a mosquito has bitten me. What could this be and how can I treat it?,symptom_inquiry,general_inquiry,78,1,symptom_inquiry → general_inquiry
1236,I m experiencing achy ness in the left side of my neck all the way up through my jaw bone and into my ear. I have been taking ibuprofen to keep the pain or inflammation down. Sometimes I think it may be an irritated tooth however just contacted my dentist and there was no suggestion on the x-rays taken Dec 30. So don t know if it could just be a strain or possible sinus infection. However very uncomfortable. suggestions???,symptom_inquiry,general_inquiry,80,4,symptom_inquiry → general_inquiry
4535,hello dr i am 32yr old guy and had suffered from cortical venous thrombosis and the doctor after dischraging me from the hospital gave me medicines like tab epiliv 500 mg ;tab frisium10mg;tab atorsavef;tab phenova100mg;tab homo16N;tab citinerve p;tab gopan dsr;tab warf5mg; tab azytex250mg after taking this medicine for  about 10 days i refered to another dr who is my family physician who asked me to stop taking whole medicine and he gave me his own medicine like clopicard ap 75;neopress am and gabamak(gabapentine and methylcobalamin )dr i am working as a cabin crew in international airline my height is 5 feet 9 inches n my weight is 75 kg i was dmitted to the hospital 2 months back with headache and dizzines and left side weakness now iam feeling much better but  abit worried for my blood pressure which was detected after diagnosis  triglycerides 165mg/dl,symptom_inquiry,medication_inquiry,153,3,symptom_inquiry → medication_inquiry
3170,"I was prescribed Ginet-84 for my acne and I understand that it is also effective as a contraceptive. Is the efficacy of Ginet-84 as a contraceptive lower than other oral contraceptives? And can you still be pregnant, on the pill and still get the monthly withdrawal bleeds and what are the chances? Thanks.",medication_inquiry,general_inquiry,53,0,medication_inquiry → general_inquiry
2643,I had a ERCP for removal of bile duct stones followed by removal of gall bladder having a stone.After 6 weeks the inserted stent was removed by a 2nd ERCP.After 15 days I began to have severe pains in the abdomen.Another ERCP was done for removal of sludge/particles from the CBD and again a stent has been put in.The doctor says I hae a lithogenic bile. How can I get rid of recurring stones & ERCP to lead a healthy life?,emergency,general_inquiry,80,2,emergency → general_inquiry
3995,"Sir, I was told I have Parkinson s disease since 1994.The Va had me taking syumet amd gabatintin. and now i TAKE pramipexole for the disease.I am presently at Walter Reed.I have had (my wife calls them eposisodes where I look like a fresh fish just caught and floped on the ground) I forget I am holding things and drop them.I have trouble walking steadily.I choke quite a bit, food and drink also come up at an alarming rate.i have trouble sleeping.More problems ensue, but have just hit the highlights of this disease. I could really use some advice as it is getting worse.I have just been told that I have COPD now also.",lifestyle,symptom_inquiry,114,1,lifestyle → symptom_inquiry
1503,"my right testicle is has become stiff and swelling for a few days now,it happened the day after i worked out my abs and chest at home,i usually workout on regular basis but i haven t been working out for about 3 weeks,so my question is what s going on down there? it s painful and my lower back hurts and i feel like someone is squeezing my kidneys",diagnostic,general_inquiry,69,5,diagnostic → general_inquiry
396,"Hi, this morning I work up and felt like I was severely depressed for no apparent reason.  I felt like I didnt belong in my family or at work.  I just had this empty feeling.  I then started feeling fine around noon.  After work I got in the car and kept smelling a strong smell of bleach.  My fiance couldnt smell it.  On the drive home about 4",emergency,symptom_inquiry,68,0,emergency → symptom_inquiry
862,Hello Hi I am a 20 year old male and I am 5 6 I weigh 150lbs and I am not on any medications ... I have a ball or a lump on the side of my rib cage and it hurts somtimes I get like pains and that ball that I have on my rib cage spreaded to my stomach next to my belly button and it also hurts when I push down on it .. What can this be ? Can it be some thing serious ?,medication_inquiry,general_inquiry,87,3,medication_inquiry → general_inquiry
969,"I have pneumonia and have been treated with antibiotics and prescription cough medicine, have had for 5 weeks now I have pain in my ribs on the top right side that hurts even when I am not coughing. It hurts to even lay on that side. there has been no improvement with pneumonia or the cough",medication_inquiry,general_inquiry,56,3,medication_inquiry → general_inquiry
2036,hi i want to know most effective medicine for treating eczema.it vanishes temporarily after applying ointment recommended by doctors but it reappears after sometime.so please recommend me some effective medicine which helps to cure eczema permanently.,medication_inquiry,general_inquiry,36,0,medication_inquiry → general_inquiry
502,"Dear Dr, I m 33 year old, married male with a ht of 5ft 5 inch & weight of 73kg. Since last 3 days, I have developed ulcers on the inner part of foreskin of my penis, which is very painful. I waited for 2 days before i went to a dermatologist yesterday when he prescribed me NUFORCE-3 kit along with FUCID ointment. I just want to know is this very serious & can be cured with this treatment as I m very worried & have never developed such conditions in past. Also I never had sex with anyone except my wife & she too never had such diseased condition. Pl help.",lifestyle,general_inquiry,108,1,lifestyle → general_inquiry
4479,"I recently noticed a lump under my arm pit 2 days ago that at first was sensitive to the touch. There is no history of breast cancer in my family that i know of , but im worried because my mom just died of cancer. I have never had a mammogram and im 40 years old. Is there something i can do to examine that would possibly help ease my mind so i dont think its anything fatal?  The lump dosent move when i roll my fingertips across it and its a little smaller than a dime! What should i do?",medication_inquiry,general_inquiry,101,2,medication_inquiry → general_inquiry
3996,"I am a very busy single mother,student and a 3rd shift worker. I have taken phentermine, that was given to me by a friend,  in times when I was extremely exhausted. It helped trememdously,of course. But is there something that I can discuss with my doctor to help me out in these situations. I dont want something I have to take everyday.",general_inquiry,medication_inquiry,62,0,general_inquiry → medication_inquiry
4382,"whenever  i do not pass stool properly i get some type of cold allergy. Is there any link for this cold and stool passage. I hav been taking Razo every day morning from  2 years for acidity. please suggest me how to get rid of this cold allergy, my age is 33, weight is 75 and height is 511. When i went to gastro entrology  doctor few days back, he has prescribed Leosulpride and when i took this i used to pass stool normally and this cold allergy also did not occur. Now i stopped taking it and again i got stool problem and cold allergy, Is stool problem linked to cold allergy. Please suggest how to get rid of this.",lifestyle,medication_inquiry,121,2,lifestyle → medication_inquiry
482,"dear sir i continuously masturbated from last 15 years, so my semen have thin and now when i masturbated i feel pain in my lest testis with pain feel on left side heap(thigh). kindly solve my problem. how i increased sperm, how i get rid from masturbation. thanking you",diagnostic,general_inquiry,51,1,diagnostic → general_inquiry
3145,"Dear Dr. I have surgery for thyroid cancer which fell into my chest two years ago. My thyroid are completely out and my chest surgery has healed fairly good. Now I am getting a funny feelings in the area where the thyroid fell into the chest. I had an xray and was told it can be stuff in the area. Please let me know if this is serious, because I am getting a heaviness in the area of my chest and throat, but no pain.",symptom_inquiry,diagnostic,85,3,symptom_inquiry → diagnostic
3424,"My son is nine yrs old he has neuro issues and he is non verbal , he hit his head more than a week ago and its still the size of a golf ball there is no other signs of head injury other than he is sleepy but he seems to have energy and he eats well he is on the ketogenic diet for seizures and they have increased since he did hit his head?",lifestyle,general_inquiry,75,1,lifestyle → general_inquiry
2572,"Hi Im 16 years old. I have lot of hair fall since last 15 days. Every time I put my hand in hair, there must be some hair and this hair fall is increasing day by day.Im really worried. Most importantly Im having my school carnival on this Friday. So could you please tell me how to reduce hair fall within 7 days or any other suggestion??",symptom_inquiry,general_inquiry,67,0,symptom_inquiry → general_inquiry
3117,"Dear Sir, I have a slipped (herniated) disk. My neurologist has prescribed me Remilyn D, Intasam 200 & Gabapin NT once in the morning.. i took it for 3 months.. felt better and then discontinued.. now i am not perfect but ok.. i cannot stand for more than 20 minutes and I need compulsory back support to sit also.. I do not continue to sit for hours.. I take a break from work every 40 mins or so.. I see to it that i do not bend forward.. Should I continue those medicines or take it 2 to 3 times in a week? I am mentally not ok for getting operated.. is the gel ball injection technology successful ? pls advise",medication_inquiry,symptom_inquiry,119,1,medication_inquiry → symptom_inquiry
651,"i am getting itch on my balls only at night and day sometime i have this problem last couple of months , i can not sleep at night.some time it gets dry and start pilling skin and some time wet. can some please help me out on this?i go to gym also but not daily 4 days week.",medication_inquiry,general_inquiry,59,0,medication_inquiry → general_inquiry
3042,"Ive been having sex for awhile now here frequently for the past month almost every day.But for the past week the end of my shaft, right behind the head of my penis hurts when I squeeze it with the tip of my index and thumb finger. Some burning urination problems when I pee after ejaculation. I thought there would be complications with the tube my sperm goes through or the vein. Also, my second thought was a UTI, but Im certainly unsure. I would really appreciate the help.",symptom_inquiry,general_inquiry,88,1,symptom_inquiry → general_inquiry
333,"Hi Doctor, My mother has recently been diagnosed with Hashimoto encephalopathy, her antithyroid antibodies level are more than 4000. she is facing issues like heavy weakness, joint pain etc. Dr has prescribed her wysolone 30 mg since last 30 days. But as of now there is not much improvement in her condition specially weakness is it right treatment she is undergoing? how long it take to get fully normal antithyroid antibodies? Regards nilesh",general_inquiry,symptom_inquiry,73,1,general_inquiry → symptom_inquiry
3731,im masturbating since 3 years.... im sure I am doing it 1 time a day....sometimes it counts to 3-4 times.... plz help me out.....I always get to see my heart having some pain... everytime after masturbation. .... my penis is getting unattractive and is not growing to well size.... plz plz plz respond to this query.....,symptom_inquiry,general_inquiry,56,2,symptom_inquiry → general_inquiry
4890,"Hi, may I answer your health queries right now ?  Please type your query i have really bad pains in my lower stomach and have the need to wee all the time even after i have just urinated and after i wipe i have had a wee i get watered down blood on the tissue",diagnostic,general_inquiry,54,2,diagnostic → general_inquiry
1717,My mum has quite a hard lump on the side of her butt crease or bum cheak and it hurts her. It s pretty hard and I think it may be due to stress because she s been stressed since she lost her job but she s got it back. What do u think it might be? Thank you,mental_health,general_inquiry,59,1,mental_health → general_inquiry
1700,"I have a lump under my right arm. I have had the lump for 2 1/2 months. Its not causing any pain however it is getting larger. I also have been having swelling in my wrist and ankle on the same side as the lump. No pain as well there just swelling.Do the lump and swelling have any correlation, and should I be concerned about the lump?",symptom_inquiry,general_inquiry,67,3,symptom_inquiry → general_inquiry
3690,"Hi,My son is 22 mths old, his weight is 11kgs,height is83 cms...He is not eating properly. He dose not like milk in any form.He still breast feed.I would like to know complete diet for 22 months old kid and how to stop breast feeding him.Thank you.Jyoti",medication_inquiry,lifestyle,46,0,medication_inquiry → lifestyle
4106,"having a random dull pain in my right side chest. pain is not consistent, and cant be felt on the surface with pressure or increased activity. had this problem for a few months at the begining of the year, but it went away until now. went to doctors early in the year and nothing was found. had chest x-rays, blood tests, stool tests, and an endoscopy. no answers. im a little worried now that the pain is back.",symptom_inquiry,emergency,78,3,symptom_inquiry → emergency
1087,"Hi Dr, I have a 5yr old daughter and soon i will be giving birth to my second baby (boy) i never in my life taken prevention tablets or injection and i am scared to start now. my hubby and I have decide that this is our last baby and i want to insert a loop. Is it possible that they can insert it immediately after giving birth? Is it safer? should i wait a month or two after giving birth? Please advise. My e-mail add is",medication_inquiry,general_inquiry,87,0,medication_inquiry → general_inquiry
130,"I am a 54 year old woman with a history of blood clots. I had a mesentery thrombosis at age 30 that resulted in losing 12 feet of intestines. Recently I have been suffering with extreme foot pain of the right foot. It is only on the top of the foot and the toes and has pitted edema , and today I noticed the pain extends up the leg along red painful streaks. Brief history, both maternal grandparents and mother all died of strokes. I have been diagnosed with gout and there is a an extense history of RA in the family. Mallorie",emergency,diagnostic,103,2,emergency → diagnostic
583,"My brother,s heart stopped for 15 mins while under high bp and afib. Now he is under heavy sedation and bp is normal. Could he have had a brain damage. Yesterday his body kept shaking twitching and now is better but he is also sedated. He started a fever today. Is this life threating Thanks",general_inquiry,emergency,55,3,general_inquiry → emergency
1024,"I have a hard lump behind my right nostril for a few months now. At first I thought it was a pimple, but the more i touched it, the bigger it grew. Now that Ive left it alone, it just simply exists and slightly distorts my nose symmetry. 2 dentists have said that it is unrelated to any dental problems. Is this just a cyst or should I get a CT scan?",diagnostic,general_inquiry,72,0,diagnostic → general_inquiry
3293,"my liver is mildly enlarged in size(18cm) and normal shape.echotexture is uniformly increased suggestive of fatty liver .no focal lesions seen.the intra-heptic biliary radicles are not dilated.portal vein, hepatic veins and ivc show anechoic lumen and thin walls.portal vein is normal in caliber.cbd is not dilated. sgot (ast) 51 IU/L. sgpt ( alt ) 116IU/L. cholestrol(total), serum 143mg/dl. hdl 51mg/dl ldl 68mg/dl. vldl 24mg/dl. triglycerides 124mg/dl. my height is 165cm & weight is 75kg. what i have to do ? how to overcome the situation? for what purpose udizia-300mg is used?",lifestyle,medication_inquiry,90,1,lifestyle → medication_inquiry
4606,"I am 27 years and I have been under medical examination and treatment for pregnancy for the past 4 months. I have been diagonised with PCOD. My LMP was on 6th April and I started letroz on the 3rd day, I took it for 5 days and started Folicin(Folic acid tablets) after that. I usually ovulate on the 16th day of by period. I had unprotected sex with my husband on all the important days the doctor prescribed to me. From the 22nd day i was prescribed to take Duphaston for 5 days. I want to know what this tablet does. Will I get my periods or will i conceive? Kindly help me since I am very eager to conceive. I am experiencing very bad lower abdominal pain for the past 5 hrs. Today is my 27th day of cycle. Please help",symptom_inquiry,medication_inquiry,143,2,symptom_inquiry → medication_inquiry
740,"I am 65 yrs. female recently diagnosed with a possible TIA, but with unusual symptoms. Did not have the classic symptoms. That was on May 7. All during last night I had charley horse severe cramps in my left calf. Woke up feeling tingly all over, feeling shaky, severe dry mouth-absolutely no saliva. The whole body tingling and shakiness comes in waves, then goes away. I tingle from my toes to the top of my head. No vision problems, can smile if my mouth is lubricated by drinking water. No pain anywhere. The waves of tingling seem to be accompanied by slight warming sensation. Not a hot flash. I ate some cereal thinking my blood sugar was low. I am up and about now but the tingling and shakiness persist although dry mouth is not so bad. Having a little difficulty typing this from the shaky feeling in my fingers.",emergency,symptom_inquiry,150,3,emergency → symptom_inquiry
2318,Have had mri done.. At l1-2 there is minimal circumferential disc bulge At l2_2 disc bulge with small superimposed central dick herniation and 2mm retrolisthesis of l2 on l3 disc slightly indents ventral the Cal sacred At l3-4 minimal circumferential disc bulge At l4-5 disc desiccation and small marginal osteophyte and 2mm retrolisthesis of l4 on l5. L4-5 central disc herniation with annular tear. Disc impinge the Cal save mild central canal and mild to moderate bilateral lateral recess stones is and borderline bilateral neural faraminal stenosis. At l5-s1 minimal circumferential disc bulge with mild right sided facet artrosis. Have leg weakness and right leg wants to drag..seen workman s comp orthopedist and he feels there nothing wrong with me,diagnostic,general_inquiry,121,1,diagnostic → general_inquiry
3060,hi sir...my name is muhib khan...before 4month s ihave suffering by lower abdominal pain...diagonosis report are urinari trac inection mild..octor pescribe me imipramine 25mg+aceclofenac 100mg+omiprazol..i take those drug..and my lowe abdominal pain back again...also pain to my scoturm....then my doctor pescribe cipoloxacine 500mg daily 1+0+1=7days....but my lower abdominal pain r continue...better to talk about this i take imipramine 25 mg only 11 days...bcs o that its may be reaction and my whole body were rashing.icching...but when i take off this medicine before 25 days...but this reaction are stiil now..and i have too much pain of my lower abdomine...i take now hydroxizine...10mg...bcs its help to me few hours to verry bad pain relief...i m a student...And i have very poor...what can i do sir? what medicine i take now?,symptom_inquiry,medication_inquiry,133,5,symptom_inquiry → medication_inquiry
4702,"Gud day, my ob prescribed me daphne contra. Pill because iam still breastfeeding, I am new in using a pill I started the 1st tab 8 days ago,my ob told me that I will not have a period for the whole 28 days of taking the pill,and yet I have a bleeding this early in the morning, is it ok? Is it just a side effect, Im quite worried because she told me I wont hav my period. Pls answer me it makes me paranoid, my 2nd baby is just 4 months old. I dont want to be preg. Again.",emergency,medication_inquiry,100,1,emergency → medication_inquiry
3872,Hi my name is annie I am 30 years old I have had kidney stone twice and three each time they where removed and later found out that my one kidney has shrunk and I have a small cyst on the other I tried to take my life last year October by taking antidepressants and found my kidneys very sore and now it is may and I have felt tired for the last two weeks and have pain in my kidneys that come and go and I also have pain in my bladder but I dont know if it is my bladder that is sore because I have had 5 cuts for kids and last night I noticed that I smell very wee like what is going on do I have kidney stones again or something else I am so tired I also have rhemothoid atritisis and depression I am on med for atritisis and depression help thank you,mental_health,symptom_inquiry,159,4,mental_health → symptom_inquiry
3008,I fell ans landed on my knee with all my weight last week. I have numbness and tingly feeling right under my knee cap. it I bump it at all it is very painful. I have no insurance so no doc. I have full mobility and it does not hurt to stand or walk. will this heal on its own?,symptom_inquiry,general_inquiry,60,1,symptom_inquiry → general_inquiry
597,"i am a 28 year old woman. for the last 6 months i have been lightheaded,constant headache, head pressure, fast heart rate. Ive had eyes checked and all was fine. Had bloodwork done and again all was fine. Was sent to cardiologist and many test and found nothing. was prescribed coreg to slow down my heart,but doesnt seem to  help. Im going to see a neurologist soon.Any ideas??",diagnostic,emergency,68,3,diagnostic → emergency
540,"I got root canal done in 2 sittings. The 2nd sitting was on Sept 1, 2012 and have called for capping to be done on this thursday (Sept 13). Though after first sitting I didn,t experienced any pain or discomfort, but 2 days after the 2nd sitting, I m feeling pain and discomfort in surrounding area (For 2 days I was prescribed Esgipyrin). What is the reason? Can I continue with Esgipyrin till my next sitting? Moreover, I feel rough and uneven surface at the back of my tooth which is very annoying when felt with tongue . What is the reason for the rough surface? Will it be overcomed by capping?",symptom_inquiry,general_inquiry,114,2,symptom_inquiry → general_inquiry
4421,I had blood work done and my Ferritin was at 2.  The Natural Medicine doctor gave me an iron shot last week and iron supplement.  I had another iron shot two days ago.  Feel very bad.  Should I go to my regular internal medican doctor and see what is going on.  What about the injections?  Do I need a transfusion? Hemoglobin 11.5Hematocrit 35.1MCV 78.1WBC 3.5,medication_inquiry,diagnostic,65,0,medication_inquiry → diagnostic
2968,"A person I know has jaundice, blood in urine, and her ALT level was at 430 when she was admitted to the hospital. After being in the hospital for a week, her levels are still in the 200 s. She has had both kidney and gall stones in the past. The doctors are wanting to remove her gallbladder now. She was passing out and also has diverticulitus and crohn s disease. What could this mean for her. She is in her mid-60 s. She also has diarrhea and can t keep much down for food.",lifestyle,diagnostic,95,1,lifestyle → diagnostic
932,i am 32 years old women i have problem of hypothyroidism doctor told me take daily 75mg and i am taking 75mg thyronorm alternative day because daily i am not compertable from daily 75 mg i have problem from 8 years i have 8 years old son i want second child my tsh level 8.5 and t4 level is 13.2 plz give me suggestion thanks,general_inquiry,medication_inquiry,65,0,general_inquiry → medication_inquiry
3827,"HI dr. My fiance has a problem with pain killers like combiflam & brufin.. Whenever she suffers through headaches or any body pain due to excessive physical exercise, she is supposed to bear the pain as she couldnt take such pain killers.. Any other remedy for killing pain??",lifestyle,general_inquiry,47,3,lifestyle → general_inquiry
2275,"I have spinal stenosis lorodisis degenerative disc disease I have had two lumbar surgeries a cervical fusion. Nerve damage to my left foot. Nerve damage at my c6-7 level. Suffer from headaches, chronic pain, depression , spondylitis what can I do for pain. Currently taking cymbalta ?",mental_health,symptom_inquiry,46,4,mental_health → symptom_inquiry
4401,I suffer from dizziness. I m wondering if it could have anything to do with the upper part of my neck being sore sometimes. I had a very sore neck I was very dizzy and off balance. I started sleeping with just one pillow and my neck feels better and my dizziness is not so bad. Just wondering? My e-mail address is,medication_inquiry,general_inquiry,62,2,medication_inquiry → general_inquiry
2515,I was recently admited to hospital with sever pain along the right part of my body and across my gall blader area.Suspected viral infection and strong antibiotics bought it under control and i was discharged.But i still have slight pain in right side lower region( kidney area) with slight shortness of breath..Pain felt more like i had been punched rearly hard in right side.I had slight gall blader trace reading in my bloods but have since cleared?,diagnostic,general_inquiry,77,5,diagnostic → general_inquiry
3878,I had this cold for 3 days at first i didnt think nuthin because i had a cold before but it got worse i have athsma and its been getting worse i just coughed out mucus with blood i have shortness of breathe especially going upstairs i have the chills and get really hot. and get hedaches.I dont smoke i dont drink. Today is monday what would happen if i wait until thursday to go to the er because missing school is not an option.,diagnostic,general_inquiry,85,2,diagnostic → general_inquiry
2950,"Dear Doctor , Good Morning! I would like to ask for your kind advice regarding that I have a lot of allergy specially in food such as peanuts,beef,pork,shrimps,chicken and now I have a lots of pimples ,rashes and itchy in my tummy what are the medications to be taken and I m gaining weight even though I m not much eating food I tried to take diet pills and do exercise but nothing I loss hope for your kind advice thanks in advance",medication_inquiry,lifestyle,83,3,medication_inquiry → lifestyle
3576,"I am a 40 year old healthy male and discovered a lump on my neck in clavical area a few days ago, It seems to have gotten bigger in last few days and giving me a slight sore throat and very aware of it when I swallow. Could cancer of some kind appear so suddenly or is it some infection, needless to say I am concerned and worried. Should I be going to the emergency room or wait to see if it gets better>",emergency,general_inquiry,84,3,emergency → general_inquiry
3930,"chest painI have fibromyalgia and RA. this morning i started having a pain that felt like a tightening on the right side of my chest. by afternoon i felt short of breath. by early evening the pain turned sharp and wrapped aroung to my right shoulder blade and i cant lift my arm past should height. it has stayed about the same without getting worse since 6 pm CST. because of my health history, i wasnt concerned other than the pain limiting my activity until i told a couple of people and they were alarmed. its on the right side, not left so im not sure what might be going on over there, or is it just a crazy muscle flair caused by one of my auto immune disorders?",emergency,symptom_inquiry,129,4,emergency → symptom_inquiry
1879,hi m 30 years old from pakistan nd having 3 years old daughter.now i want a baby my gynecologist said that u have polycystic ovaries but my radiologist said that these are not significant but egg size is 12 mm on 14 day of period m very much disturbed nd up set wat should i do,symptom_inquiry,general_inquiry,56,0,symptom_inquiry → general_inquiry
4567,Hi I have a single kidney since birth.From past two years i am getting recurrent urinary infection.I visited a gynaecologist and was told that my uterus is not at normal position (closer to bladder )due to which i may b getting repeated infection.Later on visiting a urologist i was told about Interstitial cystis.I have been taking NIFTRAN tablet from past 1 year but there is no releif.I have few questions on this,medication_inquiry,symptom_inquiry,72,2,medication_inquiry → symptom_inquiry
364,My daughter is 14 years old and was diagnosed with absent seizures when she was 5. she takes Depakote and has been on a lower dose than normal for at least the past year. Every once in a while when she gets up things go white and she feels like she is going to faint. this has happened a few times but im not sure what it means.,medication_inquiry,general_inquiry,68,0,medication_inquiry → general_inquiry
4237,"In the middle, and the very bottom of my ribcage (generally it pulses here when you have hicups) it keeps shaking like crazy every few minutes. It doesnt hurt but the rest of my body is getting the shakes. Could this be from stress or something more serious",mental_health,general_inquiry,48,0,mental_health → general_inquiry
975,let me fist explain i have simplex two how ever i think i am having a break out because i have the symtoms of pain in the groin the sall red bumps that have burst flu like symtoms however my vagina itches like i have an yeast infection and i need help,symptom_inquiry,general_inquiry,52,2,symptom_inquiry → general_inquiry
3321,"hi I have just moved to a tropical area and I have a red, little bit blotchy rash on my left temple, cheek and ear. Prior to getting this I had a headache and sore eyes. I previously had this in South Korea a few years ago and attributed it to seafood allergy. What do you think it is, and what could help?",lifestyle,general_inquiry,63,4,lifestyle → general_inquiry
2328,"Hi, Lately I have been getting, numbness and a tingling sensation in my hands and fingers. Particularly the wrists side of my little finger and my ring finger. I have also now just noted that the sides of some of my fingers are starting to turn a sort of yellow. I don t smoke so I know it has nothing to do with that. What could it be? Thanks for any help in advance",general_inquiry,symptom_inquiry,74,0,general_inquiry → symptom_inquiry
3001,Hi I am 36 years female and yesterday after I ate a big plate of spagetti sith sea food I had a lot of palpitations and in the middle of my nEck it shows the palpitation movement up an down. This morning it s not like yesterday but still I can see my neck going up and down. Do you this is something like I am bit exited or it s an allergy of seafood. I love seafood and it happen to me only once. Sorry for My English as I am Maltese.,lifestyle,general_inquiry,93,2,lifestyle → general_inquiry
3403,Earlier this evening I felt as though I had something stuck at the back of my mouth like food or something but drinking water made no difference. I just ignored it for a while but then when I came to bed I looked in the mirror & have a red/purple lump hanging from my right tonsil with like a black spot on it. It s as if it s come out of nowhere & now I know something is there I am noticing it more. It s not painful at all just annoying. Help?! Please x,lifestyle,general_inquiry,94,2,lifestyle → general_inquiry
2803,"Hi, last night I felt pressure and numbness at my tailbone area, right at the top of the buttox crack, When I touched the area with my fingertip I noticed fluid. I had my fiance take a look and there was no hole that the fluid was excreting from, just a very tiny cut or slice in the epidermous. It i numb and there is alot of fluid coming out of it. what should I do, should I seek medical treatment or is an internal sist on my tailbone? I do have osteoarthritus in my hips and lower lumbar along with disk displacement and degenerative disk disease.",general_inquiry,diagnostic,107,0,general_inquiry → diagnostic
476,"I have liver mets, primary found in rectum was removed surgically. liver mets were found to be carcinoids. first treated with sandostatin 20mg/once a month. then larger 3 tumours were chemo embulised. since chromogranin kept on rising, sandostatin LAR was stopped and i have gone through 3 cycles of Lu177 PRRT in AIIMS. the tumours have increased 10% in last 9 months and chromogronin is 6 times normal values. it seems PRRT is not working. what next can be done? any latest development on this score . please advise",diagnostic,general_inquiry,89,1,diagnostic → general_inquiry
4069,"AGED 60 YRS, diabetic for last 23 yrs.,HBP FOR 8 YRS ,now diagnosed for  being nephrotic, leaking albumen 2.5, total protein 6.2, protein 24 hrs.- 4.5, Creatinine -1.9, uric acid- 7.3, GFR-Lt 55.94%,29.41 ml/min.;Rt 44.06%,23.17ml/min; BUN 22, BUN/CRT ratio-12.22.bp-160/100, fasting sugar 139, pp-230.Taking no insulin,only oral medication  for sugar & bp.taking.should I survive for long ?  Should I take ALOE JUICE?",medication_inquiry,general_inquiry,62,2,medication_inquiry → general_inquiry
4002,My daughter is 31 weeks. Her back is hurting and she is cramping and have pain to the point that she has to stop what she is doing and sit on the floor and stretch. This is her 2nd child. Should she call her physician? Could she be in premature labor? Her water has not broke.,diagnostic,general_inquiry,56,2,diagnostic → general_inquiry
525,"Hi,Basically I was on a plane earlier this week travelling home, when I got a funny feeling in my chest. At first i thought it was a heart attack, but as I didnt collapse or get any ther symptoms, I presummed not. The problem has persisted, and it feels like a shortness of breath and tightness in my chest. I read up on the problem, and it says it could be a collapsed lung, or Primary spontaneous pneumothorax. I read the cause, and it says it is common in males, young, smokers and can start from a change in atmospheric pressure. I am 21, male, a smoker (sorry, I know, trying to give up), and the plane would explain this. I was wondering if you could give me some advice, as I dont really have lots of free time to visit a doctors, as I have a disserttation in in 2 weeks. Thanks!",emergency,symptom_inquiry,154,4,emergency → symptom_inquiry
2976,hi i m 29.i hv got 4 misscarrige my last misscarige was in april 2010 of 10 wks i hv irregulr period since oct 2010my all test r norml recently i hv done hsg its report is norml nw my dr advise me to start ovulet 2.5mg my ques is can i gt preg after taking this tab,diagnostic,medication_inquiry,58,0,diagnostic → medication_inquiry
2593,"Hi, I had a fever for a couple of days, them developed a purple pin prick rash on day 3 on all 10 of my fingers. This was accompanied by heat sensitivity and stabing pain. The rest of my body is rather itchy with the odd red risen rash. My feet have went the same as my hands on day 4. Now on day 6 with little improvement. Doc said he had no idea and prescribed an antibiotic. Generally feel tired and uncomfortable... Any idea what its causing this?",general_inquiry,symptom_inquiry,89,4,general_inquiry → symptom_inquiry
1901,"Hi, I have what seems to be like a clump of bumbs beside my left testicle but i dont think it s attached. im 17 and ive had it for as long as i can remember but it seems like it may have gotten bigger. Ive also been experiencing Lower back pain after a strenuous workout but i dont know if thats related",symptom_inquiry,general_inquiry,63,2,symptom_inquiry → general_inquiry
2365,"I was just told i have fatty liver after a ct scan and blood tests Im going in for an upper and lower on may 12th,,,,my question is my meds i take? I take 60 mg ms contin 3/day,,,,10,325 vicodin 5/day in between for back pain for many years now....I also take klonopin 2mg 3/day and Nexium 40 mg 1/day and Amlodopin 5 mg 1/day for blood pressure...........Do you think it was these meds that gave me the fatty liver??? I DO NOT DRINK !",diagnostic,medication_inquiry,84,3,diagnostic → medication_inquiry
3994,"i have really low energy and can barely walk up the stairs without wanting to collapse. I have dizziness and my body feels heavy, and ive had trouble with talking and walking. I am 115 lbs. and i am 14 Ive had 4 seizures, but i have no diagnosed disorder",general_inquiry,symptom_inquiry,50,1,general_inquiry → symptom_inquiry
1935,"a friend has a now softball-size bulge coming through his stomach. he is overweight with a big stomach, but is not flabby, he is fairly solid. i also learned  today he is hospitalized with a heart problem of some kind. not sure what.  can the hernia cause congestive heart failure? can it rupture and bleed out? can the stomach muscle tear to the point his insides start coming out?.",lifestyle,general_inquiry,70,2,lifestyle → general_inquiry
